Target,Candidate,Overall_Corr,Best_Time,Best_Time_Corr,Correlation_Lift,General_Corr_At_Best_Time,Hedged_Return_Mean,Unhedged_Return_Mean,Hedged_Sharpe,Unhedged_Sharpe,Alpha_BasisPoints,Distance,Target_Name,Candidate_Name,Keyboard_Proximate,Buying_Pressure_Corr_All
PLUG,PLUR,0.0029150100394496545,15:30:00,0.4126970734250222,0.40978206338557255,-0.25323613165199255,0.0006550099653419348,0.0017540379605687747,0.06557930372487175,0.33825890368433154,-10.9902799522684,1,"Plug Power, Inc. - Common Stock",Pluri Inc. - Common Stock,False,
PLUG,PLUS,0.020152800880515298,20:00:00,0.2943253155774934,0.2741725146969781,0.18671101477758478,0.0004808144152794913,0.0005890725370504115,0.13128707299446782,0.15868032367225338,-1.0825812177092018,1,"Plug Power, Inc. - Common Stock",ePlus inc. - Common Stock,False,
PLUG,PAUG,-0.17493391909277753,N/A,0.0,,,,,,,,1,"Plug Power, Inc. - Common Stock",Innovator U.S. Equity Power Buffer ETF - August,False,0.29868799569470794
PLUG,PLAG,0.40497160374336855,N/A,0.0,,,,,,,,1,"Plug Power, Inc. - Common Stock",Planet Green Holdings Corp. Common Stock,False,0.03164931436186344
BYND,BAND,-0.01691903806499681,14:30:00,0.36317456353875455,0.3800936016037514,-0.25249661017103137,-0.00346202040250432,-0.0033048230639171985,-0.2737985805208307,-0.2717297238213123,-1.5719733858712144,1,"Beyond Meat, Inc. - Common stock",Bandwidth Inc. - Class A Common Stock,False,
BYND,BND,-0.021769531465194798,18:00:00,0.18560671285568817,0.20737624432088297,0.05555056479616472,-3.5407435524053835e-05,-3.563284632239205e-05,-0.009538102417540838,-0.009597229277903609,0.00225410798338216,1,"Beyond Meat, Inc. - Common stock",Vanguard Total Bond Market ETF,False,
BYND,BLND,0.06061119110646615,14:30:00,0.32081392938333175,0.2602027382768656,0.1402446590323918,-0.0010486736045025975,-0.0010312213491049974,-0.1410645240250759,-0.13737752676504364,-0.17452255397600036,1,"Beyond Meat, Inc. - Common stock","Blend Labs, Inc. Class A Common Stock",False,
BYND,BOND,-0.021052445538841825,17:00:00,0.3228563278377151,0.34390877337655695,0.11702778478817072,-0.0005668511529693075,-0.0005673248751460556,-0.13082549310207295,-0.13086742713656357,0.004737221767480565,1,"Beyond Meat, Inc. - Common stock",PIMCO Active Bond Exchange-Traded Fund Exchange-Traded Fund,False,
BYND,BYD,0.020778771082799578,16:30:00,0.28676883643223555,0.265990065349436,0.04043697219097343,-0.0001961727171955814,-0.0001871026562731541,-0.034827332086874836,-0.03319173810958364,-0.09070060922427306,1,"Beyond Meat, Inc. - Common stock",Boyd Gaming Corporation Common Stock,False,
BYND,MYND,-0.06908885928433173,15:00:00,0.017032571121137586,0.08612143040546931,0.08270781397033891,-0.000992794029966418,-0.0009729729849244148,-0.14011683255574833,-0.13696586643197303,-0.19821045042003166,1,"Beyond Meat, Inc. - Common stock","Mynd.ai, Inc. American Depositary Shares",False,
TSLA,ESLA,0.3158183653496428,14:30:00,0.5589339107467063,0.24311554539706348,0.4850911362955262,0.0018654852971513734,0.001146409355154613,0.16674152614078325,0.22272940912868167,7.1907594199676055,1,"Tesla, Inc.  - Common Stock","Estrella Immunopharma, Inc. - Common Stock",False,
TSLA,TBLA,0.06215120982810457,16:00:00,0.3137059245432525,0.25155471471514795,0.19590503600709447,9.746940782057826e-05,0.00011262151553332082,0.10641223911412788,0.12268631754355364,-0.15152107712742555,1,"Tesla, Inc.  - Common Stock",Taboola.com Ltd. - Ordinary Shares,False,
TSLA,TELA,0.002741744222244435,16:30:00,0.4903899591383789,0.48764821491613447,0.4931967283540912,-0.0008217982151795144,-0.0003998886860789187,-0.18789659542496567,-0.2164599946771075,-4.2190952910059565,1,"Tesla, Inc.  - Common Stock","TELA Bio, Inc. - Common stock",True,
